site,keyword,title,url,snippet,date,image,section
theage,probe,Melbourne Racing Club probe uncovered block of memberships linked to chairman’s family and friends,https://www.theage.com.au/sport/racing/melbourne-racing-club-probe-uncovered-block-of-memberships-linked-to-chairman-s-family-and-friends-20250924-p5mxm3.html,Twenty four memberships linked to club chairman John Kanga and his family were bought by a single credit card in the lead-up to a bitter boardroom battle in which he seized control of the $1 billion sporting club.,,https://static.ffx.io/images/$zoom_0.17367332873880084%2C$multiply_0.7725%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_27/t_crop_custom/q_86%2Cf_auto/23777c29de8fa282755989b3f81138c00eb0f769,Racing integrity
brisbanetimes,court,Counter-terrorism cops watch dozens of teens like Max. Most end up in court,https://www.brisbanetimes.com.au/national/queensland/behind-the-alleged-radicalisation-of-a-brisbane-teenager-20250916-p5mvef.html,,,https://static.ffx.io/images/$zoom_0.7%2C$multiply_0.1905%2C$ratio_1.5%2C$width_756%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/cad30b5e5c9e8701fd9f12b72f7066f748d1b0b467f6fe64d76e002d0a529f47,Crime
skynews,probe,Leavitt demands UN probe if staff ‘deliberately’ sabotaged escalator for Trump,https://www.skynews.com.au/world-news/united-states/karoline-leavitt-demands-un-probe-if-staff-deliberately-sabotaged-escalator-for-donald-and-melania-trump/news-story/bade8c6a713f3743de00dc9e20fed6a6,White House press secretary Karoline Leavitt has demanded that UN officials investigate whether an escalator was “deliberately” sabotaged as President Trump and first lady Melania Trump stepped on it.,,https://content.api.news/v3/images/bin/5ceb0749fd88f4021f164ab9ab0f7e4b,United States
abc,court,'Wearing all the hats': DV survivor left to self-represent in Family Court,https://www.abc.net.au/news/2025-09-25/parents-self-representing-in-family-court-due-to-high-legal-fees/105767468,,,https://live-production.wcms.abc-cdn.net.au/f3b2beb7a0de3372835c2068272db70e?impolicy=wcms_crop_resize&cropH=683&cropW=911&xPos=57&yPos=0&width=160&height=120,Topic:Family Law
abc,redundancy,'Veiled in secrecy': Busting the stigma of redundancy by sharing online,https://www.abc.net.au/news/2025-09-24/busting-the-stigma-on-redundancy-by-sharing-online/105751880,,,https://live-production.wcms.abc-cdn.net.au/887a5ed212f90ba1d159f76a0bdcb3d0?impolicy=wcms_crop_resize&cropH=2268&cropW=3024&xPos=0&yPos=882&width=160&height=120,Topic:Careers
theaustralian,legal action,CBRE manager launches legal action after property exec’s quiet exit,https://www.theaustralian.com.au/business/margin-call/cbre-manager-takes-firm-to-court-following-abrupt-departure-of-senior-exec/news-story/5228982521befdf46106150da5df80d3,,,https://content.api.news/v3/images/bin/147b8227221d8067e99fd67c46011735?width=1024,
couriermail,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.couriermail.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
couriermail,court,Bus driver Lindsay Selby leaves court,https://www.couriermail.com.au/news/queensland/bus-driver-lindsay-selby-leaves-court/video/d8b6c78813f582d9c95f5b975a9d5bec#video,,,https://content.api.news/v3/images/bin/ea5ef92debbec4eb05fb0754f2bec39f,QLD News
couriermail,liquidation,Brisbane construction company ordered into liquidation,https://www.couriermail.com.au/business/brisbanes-beech-constructions-in-courtordered-liquidation/news-story/25e158fa45022c48cde2c95a299d441c,"A former family-run Brisbane construction company has been forced into liquidation, after an engineering consultancy chased $40,000 in debts.",2025-09-24T16:34:00+10:00,https://content.api.news/v3/images/bin/ea5c8f0ba9cbec7f7067fb149a317df6,Business
couriermail,investigation,Seven Network faces worker pay investigation,https://www.couriermail.com.au/news/national/seven-network-investigated-for-alleged-staff-pay-and-condition-breaches/news-story/d1bfaf970017f3df40c57beeb809e480,Seven Network faces investigation over staff pay and conditions after more than 20 employees raised concerns about underpayments and unpaid overtime.,2025-09-24T20:57:00+10:00,https://content.api.news/v3/images/bin/9dcd3036726b1598d6ca89a3d8a65197,National
couriermail,court,Rapist back in court over drug driving conviction,https://www.couriermail.com.au/news/queensland/south-burnett/police-courts/burnett-man-in-wide-bay-court-for-breaching-release-conditions/news-story/897ffdc9e4cb8f7603526c2cbc76260b,A convicted child rapist caring for his special needs family member has faced the consequences of breaking his release conditions.,2025-09-24T17:21:00+10:00,https://content.api.news/v3/images/bin/e9b08c5a87d3b2bd361c4448d654b6a5,Police & Courts
Newcastle Herald,court,Court asked to approve PEP11 gas exploration off Hunter coast,https://www.newcastleherald.com.au/story/9066669/federal-court-hears-case-for-pep11-permit-extension-off-hunter-coast/,Asset Energy is appealing against the federal government's rejection of its PEP11 exploration permit in the Federal Court.,Matthew Kelly,https://www.newcastleherald.com.au/images/transform/v1/crop/frm/UfX4XDhNMhVpTbjzWZdknP/9c648f27-240b-4c52-b62e-459540f4b8e2.jpg/r233_0_1688_1079_w120_h89_fmax.jpg,
Bendigo Advertiser,closure,"Gallery puts 'historic acquisition' on display, two months before closure",https://www.bendigoadvertiser.com.au/story/9073707/bendigo-art-gallery-welcomes-nolans-soldier-on-the-beach/,The painting will be in storage during a two-year redevelopment.,,https://www.bendigoadvertiser.com.au/images/transform/v1/crop/frm/230199405/77c1b546-23d4-4a7a-bec3-e95566cad627.JPG/r278_0_3641_2494_w120_h89_fmax.jpg,
Bendigo Advertiser,court,'Upset and crying': witness tells court of teen's distress in rape trial,https://www.bendigoadvertiser.com.au/story/9073210/bendigo-court-hears-of-distress-after-alleged-2006-assault/,The alleged incident happened after a Bendigo graduation party.,,https://www.bendigoadvertiser.com.au/images/transform/v1/crop/frm/236379823/4e1bb885-7da3-4b51-8908-62b2200d2d48.jpg/r595_251_4319_3013_w120_h89_fmax.jpg,
Bendigo Advertiser,probe,Police probe possible links between two alleged arson attacks on same road,https://www.bendigoadvertiser.com.au/story/9073322/police-seek-information-regarding-alleged-east-bendigo-arson/,The alleged arson incident took place in August this year.,,https://www.bendigoadvertiser.com.au/images/transform/v1/crop/frm/212676544/115a7038-c370-46f5-8ba7-7f36a952b686.jpg/r74_0_964_660_w120_h89_fmax.jpg,
Bendigo Advertiser,court,"Relief, jubilation, champs of the court: inside the Roos' dream season",https://www.bendigoadvertiser.com.au/story/9071447/roos-netball-glory-undefeated-2025-bfnl-season-ends-with-title/,Eight-goal win caps Kangaroo Flat's unbeaten A grade season.,,https://www.bendigoadvertiser.com.au/images/transform/v1/crop/frm/G3M3FqVFYHjdnjXX9zgHHX/5f7aaa42-2579-46a6-a8a0-d91ed9112073.jpg/r289_44_2988_2046_w120_h89_fmax.jpg,
Illawarra Mercury,court,Accused Wollongong drug dealer's activities captured by own security cameras: court,https://www.illawarramercury.com.au/story/9073406/wollongong-man-accused-of-supplying-illicit-drug-methamphetamine/,Details of the man's alleged offending have come to light during a bail application in the NSW Supreme Court.,,https://www.illawarramercury.com.au/images/transform/v1/crop/frm/gzajA9j5yvatvSgWamdNVy/e66641ec-7243-445a-aa14-b3db91fdbbd2.jpg/r600_514_4424_3350_w120_h89_fmax.jpg,
Illawarra Mercury,court,Accused Wollongong drug dealer's activities captured by own security cameras: court,https://www.illawarramercury.com.au/story/9073406/wollongong-man-accused-of-supplying-illicit-drug-methamphetamine/,Details of the man's alleged offending have come to light during a bail application in the NSW Supreme Court.,,https://www.illawarramercury.com.au/images/transform/v1/crop/frm/gzajA9j5yvatvSgWamdNVy/e66641ec-7243-445a-aa14-b3db91fdbbd2.jpg/r600_514_4424_3350_w120_h89_fmax.jpg,
Stock & Land,court,Fonterra takes Gippsland farmers to court over threat to discontinue supply,https://www.stockandland.com.au/story/9073556/fonterra-sues-gippsland-farmer-over-milk-supply-dispute/,,,https://www.stockandland.com.au/images/transform/v1/crop/frm/joely.mitchell/3572aa76-0a9f-441e-89bb-818e4e3b208a.jpg/r97_49_634_447_w120_h89_fmax.jpg,
Stock & Land,court,Fonterra takes Gippsland farmers to court over threat to discontinue supply,https://www.stockandland.com.au/story/9073556/fonterra-sues-gippsland-farmer-over-milk-supply-dispute/,,,https://www.stockandland.com.au/images/transform/v1/crop/frm/joely.mitchell/3572aa76-0a9f-441e-89bb-818e4e3b208a.jpg/r18_52_717_444_w360_h202_fmax.jpg,
The Advertiser (Adelaide),lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.adelaidenow.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T14:53:00+09:30,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
The Advertiser (Adelaide),closure,Another Adelaide gym shocks members with sudden closure,https://www.adelaidenow.com.au/news/south-australia/goodlife-health-clubs-hindmarsh-announces-it-will-close-its-doors-for-good-next-month/news-story/062c3fe86487ca4cfde0bcb2668e1293,Residents of Adelaide’s western suburbs are losing another fitness facility as a popular 24-hour gym announces its shock closure amid a wave of gym shutdowns across the city.,2025-09-24T13:43:00+09:30,https://content.api.news/v3/images/bin/9a8fbb9617a6e02a95175252f9606c18,SA News
The Advertiser (Adelaide),steps down,‘Pleased and proud’: Revered local footy president steps down after 20 years,https://www.adelaidenow.com.au/messenger/sport/craig-warman-steps-down-after-20-years-as-southern-football-league-president/news-story/91983056d8d02132231bc67529df9c8a,A legendary local SA footy administrator has stepped down from his role as president after 20 years at the helm of one of the community game’s strongest competitions.,2025-09-24T13:03:00+09:30,https://content.api.news/v3/images/bin/54561cb95dbbd49802f69860cd8dee49,Local Sport
The Advertiser (Adelaide),investigation,Seven Network faces worker pay investigation,https://www.adelaidenow.com.au/news/national/seven-network-investigated-for-alleged-staff-pay-and-condition-breaches/news-story/d1bfaf970017f3df40c57beeb809e480,Seven Network faces investigation over staff pay and conditions after more than 20 employees raised concerns about underpayments and unpaid overtime.,2025-09-24T20:27:00+09:30,https://content.api.news/v3/images/bin/9dcd3036726b1598d6ca89a3d8a65197,National
The Advocate,court,Ex-councillor told court is not the place to air neighbourhood disputes,https://www.theadvocate.com.au/story/9072470/ex-councillor-fairbrother-faces-court-over-property-dispute/,'I have never experienced this kind of behaviour before.',,https://www.theadvocate.com.au/images/transform/v1/crop/frm/210585955/ce32167d-fa30-48ef-a096-44821155117d.jpg/r166_0_904_547_w120_h89_fmax.jpg,
Geraldton Guardian,court,Colossal bill for Higgins’ husband after Reynolds court loss,https://www.geraldtonguardian.com.au/news/court-justice/david-sharaz-brittany-higgins-husband-hit-with-legal-costs-order-and-damages-bill-up-to-220000--c-20064520,David Sharaz has been hit with a hefty damages bill and is expected to face an even bigger court costs order after his wife Brittany Higgins’ bruising defamation case loss to former boss Linda Reynolds.,,https://images.thewest.com.au/publication/C-20064520/05fb06593789ac2098c76083b240dd745d3394d3-16x9-x0y0w2934h1650.jpg?imwidth=313&impolicy=wan_v3,Courts & Justice
Albany Advertiser,court,Colossal bill for Higgins’ husband after Reynolds court loss,https://www.albanyadvertiser.com.au/news/court-justice/david-sharaz-brittany-higgins-husband-hit-with-legal-costs-order-and-damages-bill-up-to-220000--c-20064520,David Sharaz has been hit with a hefty damages bill and is expected to face an even bigger court costs order after his wife Brittany Higgins’ bruising defamation case loss to former boss Linda Reynolds.,,https://images.thewest.com.au/publication/C-20064520/05fb06593789ac2098c76083b240dd745d3394d3-16x9-x0y0w2934h1650.jpg?imwidth=313&impolicy=wan_v3,Courts & Justice
Townsville Bulletin,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.townsvillebulletin.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
Townsville Bulletin,court,"Everybody appearing at Townsville Magistrates Court, Thursday, September 25",https://www.townsvillebulletin.com.au/news/townsville/hyperlocal/everybody-appearing-at-townsville-magistrates-court-thursday-september-25/news-story/03bdf0e8dc9e2760f2961695965e98b8,Here is a list of matters listed at Townsville Magistrates Court on Thursday.,2025-09-25T07:00:43+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
Townsville Bulletin,court,"Everybody appearing at Townsville Magistrates Court, Wednesday, September 24",https://www.townsvillebulletin.com.au/news/townsville/hyperlocal/everybody-appearing-at-townsville-magistrates-court-wednesday-september-24/news-story/52e25783b00620522872c6ba1dc5bbe1,Here is a list of matters listed at Townsville Magistrates Court on Wednesday.,2025-09-24T07:00:44+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
Townsville Bulletin,court,NDIS support worker on Supreme Court bail for alleged drug trafficking,https://www.townsvillebulletin.com.au/news/townsville/ndis-support-worker-emma-kate-ridleyevert-on-supreme-court-bail-for-alleged-drug-trafficking/news-story/5a228c5aba924822aa255fd9907a67f8,,,https://content.api.news/v3/images/bin/78a030728441a398b8eb606fc57733ce,
Townsville Bulletin,court,40km/h over the speed limit sends well-known grazier to court,https://www.townsvillebulletin.com.au/news/townsville/40kmh-over-the-speed-limit-sends-powerful-grazier-richard-john-jack-mann-to-court/news-story/44c5a800c7748967eb9f47319effbfaf,"A well-known cattle farmer has appeared in Charters Towers court, applying for a special exemption to drive trucks and bikes after his licence was suspended for high-range speeding.",2025-09-19T10:48:00+10:00,https://content.api.news/v3/images/bin/eb103371e5e33e076fb19964f44c6da4,Townsville
Townsville Bulletin,closure,Haunting reason childcare centre faces snap closure,https://www.townsvillebulletin.com.au/education/edge-early-learning-centre-at-plympton-forced-to-close-for-two-weeks-after-children-left-unsupervised/news-story/1ed907dcd6a07d394fb8ff1660f221a0,"A well-known childcare operator has been forced to close one of its centres effective immediately for two weeks after children were left unattended, leaving families in the lurch.",2025-09-24T11:07:00+10:00,https://content.api.news/v3/images/bin/b406938883b7a3cbe4c2102a8853ff99,Education
Cairns Post,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.cairnspost.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
The Mercury,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.themercury.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
The Mercury,closure,‘Stop taking the p!ss’: QantasLink Hobart closure threatens 30 jobs,https://www.themercury.com.au/news/tasmania/qantaslink-hobart-base-closure-threatens-30-jobs-decision-due-october/news-story/e98951660fd097b313064dbe69c058dd,"Thirty Qantas staff face an anxious wait as the airline prepares to decide whether to close its Hobart base, forcing workers to relocate or find new jobs.",2025-09-24T05:00:00+10:00,https://content.api.news/v3/images/bin/99606927951b7452a09b1c874224e881,Tasmania
The Mercury,court,"Everybody appearing at Hobart Magistrates Court, Wednesday, September 24",https://www.themercury.com.au/news/tasmania/hyperlocal/everybody-appearing-at-hobart-magistrates-court-wednesday-september-24/news-story/6c82e709976b010214ba058930c81b1b,Here is a list of people appearing at Hobart Magistrates Court on  September 24.,2025-09-24T08:00:44+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
The Mercury,investigation,Seven Network faces worker pay investigation,https://www.themercury.com.au/news/national/seven-network-investigated-for-alleged-staff-pay-and-condition-breaches/news-story/d1bfaf970017f3df40c57beeb809e480,Seven Network faces investigation over staff pay and conditions after more than 20 employees raised concerns about underpayments and unpaid overtime.,2025-09-24T20:57:00+10:00,https://content.api.news/v3/images/bin/9dcd3036726b1598d6ca89a3d8a65197,National
NT News,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.ntnews.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
NT News,lawsuit,Affinity Education hit with $2.5m lawsuit,https://www.ntnews.com.au/education/regions/northern-territory/territory-early-childhood-educator-is-suing-affinity-education-for-25m/news-story/f6cac5a7308c6d452de83eb6df9db201,"A Territory early childhood educator is suing Affinity Education for $2.5m, claiming she was dismissed after raising serious concerns about the mistreatment of children.",2025-09-24T11:13:00+10:00,https://content.api.news/v3/images/bin/500d7321640cbfbfc0a2bc1c450fe7ac,NT Education
NT News,court,"Everybody facing Katherine Local Court, Wednesday, September 24",https://www.ntnews.com.au/news/northern-territory/hyperlocal/everybody-appearing-at-katherine-local-court-wednesday-september-24/news-story/f88238a58997b11c584d658cc11a4950,Here is a list of matters listed at Katherine Local Court on Wednesday.,2025-09-24T08:30:44+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
NT News,court,"Everybody facing Mutitjulu Local Court, Wednesday, September 24",https://www.ntnews.com.au/news/northern-territory/hyperlocal/everybody-appearing-at-mutitjulu-local-court-wednesday-september-24/news-story/907f46a15754cc9c5327f8157b09da79,Here is a list of matters listed at Mutitjulu Local Court on Wednesday.,2025-09-24T08:30:44+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
NT News,investigation,Seven Network faces worker pay investigation,https://www.ntnews.com.au/news/national/seven-network-investigated-for-alleged-staff-pay-and-condition-breaches/news-story/d1bfaf970017f3df40c57beeb809e480,Seven Network faces investigation over staff pay and conditions after more than 20 employees raised concerns about underpayments and unpaid overtime.,2025-09-24T20:57:00+10:00,https://content.api.news/v3/images/bin/9dcd3036726b1598d6ca89a3d8a65197,National
Gold Coast Bulletin,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.goldcoastbulletin.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
Gold Coast Bulletin,court,‘Run into major problems’: $97m development in court,https://www.goldcoastbulletin.com.au/business/gold-coast-business/gcb-constructions-is-being-sued-in-supreme-court-by-marine-quarter-southport-over-twin-tower-project/news-story/35c5ba534047389111701ff88048b672,"A half-built $97m apartment project has “run into major problems”, and the tower’s builder is being sued by its developer. Here’s why",,https://content.api.news/v3/images/bin/5a9f0ce0ac332221efe8bd55a9b828da,
Geelong Advertiser,lawsuit,"‘I’m Mx, not Mr’: Non-binary Catholic teacher’s discrimination lawsuit",https://www.geelongadvertiser.com.au/education/regions/victoria/new-legal-fight-will-test-the-right-of-nonbinary-staff-at-religious-schools-to-use-mx-pronouns/news-story/4d84192f77a686c09c27a02f69ff1dc1,A Catholic school teacher is fighting for their right to be called Mx rather than Mr in a case set to test federal discrimination laws in religious schools.,2025-09-24T15:23:00+10:00,https://content.api.news/v3/images/bin/252362d17edc54347a84dd936396dcef,VIC Education
Geelong Advertiser,court,"Everybody appearing at Geelong County Court, Wednesday 24 September, 2025",https://www.geelongadvertiser.com.au/news/geelong/hyperlocal/everybody-appearing-at-geelong-county-court-wednesday-24-september-2025/news-story/78448b4bb6a6a65d49ff1c1c61e43e61,Here is a list of matters at Geelong County Court on Wednesday 24 September.,2025-09-24T08:00:44+10:00,https://content.api.news/v3/images/bin/9b853e870a96869699a8a43e93c0d396,HyperLocal
Geelong Advertiser,court,"Everybody appearing at Geelong Magistrates’ Court, Wednesday, September 24",https://www.geelongadvertiser.com.au/news/geelong/hyperlocal/everybody-appearing-at-geelong-magistrates-court-wednesday-september-24/news-story/39877c85d0fb0a7fbd95f3021d4941d8,Here is a list of matters listed at Geelong Magistrates’ Court on Wednesday.,2025-09-24T08:00:44+10:00,https://content.api.news/v3/images/bin/55389ace58ff9c2c4888f25c686dc2f7,HyperLocal
Ballarat Courier,court,Ballarat News Team operator back in court after alleged lake attack,https://www.thecourier.com.au/story/9072982/ballarat-man-faces-court-over-alleged-lake-wendouree-assault/,Matthew Morris is also set to stand trial over child sex offences.,Amy Roulston,https://www.thecourier.com.au/images/transform/v1/crop/frm/249918491/895c1a2a-e671-400d-a627-106978e60373.png/r151_0_1013_639_w120_h89_fmax.jpg,Court
NBR (National Business Review),court,Court rules on wholesale investor regime,https://www.nbr.co.nz/law/court-rules-on-wholesale-investor-regime/,FMA gets clarification of investor eligibility for wholesale offers – but not quite the clarification it wanted.,,"background-image: url('https://d2xgqyuql1olth.cloudfront.net/assets/Uploads/2025-06/Samantha-Barrass-FMA-web_1378.jpeg');
                                 background-position: 50% 50%;",
NBR (National Business Review),court,Court rules on wholesale investor regime,https://www.nbr.co.nz/law/court-rules-on-wholesale-investor-regime/,FMA gets clarification of investor eligibility for wholesale offers – but not quite the clarification it wanted.,,,
NBR (National Business Review),receivership,Kitchen Things facility burgled after receivership announced,https://www.nbr.co.nz/retail/kitchen-things-facility-burgled-after-receivership-announced/,The company’s receivers confirmed a break-in occurred and the police are investigating.,,"background-image: url('https://d2xgqyuql1olth.cloudfront.net/assets/Kitchen-Things-Moorhouse-Chch-web_3681.jpeg');
                                 background-position: 50% 50%;",
NBR (National Business Review),receivership,Kitchen Things facility burgled after receivership announced,https://www.nbr.co.nz/retail/kitchen-things-facility-burgled-after-receivership-announced/,The company’s receivers confirmed a break-in occurred and the police are investigating.,,,
Sunshine Coast Daily,court,"Everybody appearing at Caloundra Magistrates Court, Thursday, September 25",https://www.couriermail.com.au/news/queensland/sunshine-coast/hyperlocal/everybody-appearing-at-caloundra-magistrates-court-thursday-september-25/news-story/5095ad5fd8c967d39e335ea8e63ae856,Here is a list of matters listed at Caloundra Magistrates Court on Thursday.,2025-09-25T07:00:43+10:00,https://content.api.news/v3/images/bin/14b7e5efc4a967deedc193b65c40ca82,Hyperlocal
Sunshine Coast Daily,court,"Everybody appearing at Maroochydore Magistrates Court, Thursday, September 25",https://www.couriermail.com.au/news/queensland/sunshine-coast/hyperlocal/everybody-appearing-at-maroochydore-magistrates-court-thursday-september-25/news-story/2f665b9029d2bf8ab2d24d74bb5b6e81,Here is a list of matters listed at Maroochydore Magistrates Court on Thursday.,2025-09-25T07:00:43+10:00,https://content.api.news/v3/images/bin/14b7e5efc4a967deedc193b65c40ca82,Hyperlocal
